#sim_number, id, t_peak, amp_scale, sig_r, sig_f, new_length, offset, P, a_qpp, B, t_e, phi, sn, r, sn_red, bgd, grad_scale, t1
15000 , 499098 , 294.20419 , 3.91852 , 2.31874 , 19.49508 , 153.78156 , 27.05179 , 10.25210 ,  , 2.74296 , 0.00000 , 10.25210 , 0.56299 , 1.00000 , 0.84625 , 15.99575 , flat , -0.10525 , 499.06411 
15001 , 542174 , 250.29349 , 7.68954 , 0.14468 , 14.23083 , 168.97664 , 31.62245 , 11.26511 ,  , 5.38268 , 0.00000 , 11.26511 , 0.30417 , 1.00000 , 0.82908 , 4.89465 , flat , -0.03375 , 235.41174 
15002 , 674529 , 130.50669 , 11.14021 , 0.82818 , 13.67378 , 292.32464 , 37.43734 , 19.48831 ,  , 7.79815 , 0.00000 , 19.48831 , 4.52127 , 1.00000 , 0.86314 , 6.97957 , flat , -1.74104 , 246.68958 
15003 , 703442 , 103.58365 , 9.27580 , 2.13504 , 11.94533 , 249.17779 , 75.19676 , 16.61185 ,  , 6.49306 , 0.00000 , 16.61185 , 4.58091 , 1.00000 , 0.85143 , 24.26375 , flat , -6.50803 , 433.75842 
15004 , 25586 , 153.05628 , 9.92828 , 0.18578 , 8.65816 , 273.14407 , 55.39754 , 18.20960 ,  , 6.94980 , 0.00000 , 18.20960 , 4.57959 , 1.00000 , 0.91394 , 22.15088 , flat , -9.35234 , 485.92876 
15005 , 587738 , 136.99511 , 6.68561 , 1.05514 , 18.61924 , 265.89628 , 45.98920 , 17.72642 ,  , 4.67993 , 0.00000 , 17.72642 , 0.78524 , 1.00000 , 0.96723 , 14.94686 , flat , 3.03789 , 379.49364 
15006 , 572498 , 66.90293 , 5.93662 , 2.36544 , 9.79414 , 181.87655 , 14.74983 , 12.12510 ,  , 4.15564 , 0.00000 , 12.12510 , 3.39268 , 1.00000 , 0.93058 , 23.41095 , flat , 4.39703 , 205.36089 
15007 , 929016 , 324.08806 , 10.87372 , 0.27748 , 15.10490 , 104.23835 , 97.00061 , 6.94922 ,  , 7.61160 , 0.00000 , 6.94922 , 1.92273 , 1.00000 , 0.81860 , 18.49139 , flat , -3.40215 , 420.40194 
15008 , 384233 , 209.33803 , 11.26517 , 2.32741 , 13.94189 , 210.75020 , 82.88655 , 14.05001 ,  , 7.88562 , 0.00000 , 14.05001 , 4.41694 , 1.00000 , 0.87259 , 15.64833 , flat , 5.39934 , 217.28578 
15009 , 855482 , 151.83279 , 8.75857 , 1.12358 , 17.25599 , 274.84488 , 84.50028 , 18.32299 ,  , 6.13100 , 0.00000 , 18.32299 , 5.84896 , 1.00000 , 0.98015 , 9.09769 , flat , -5.66103 , 268.60691 
15010 , 192691 , 88.16140 , 10.56714 , 2.32381 , 5.20216 , 230.29549 , 50.54362 , 15.35303 ,  , 7.39700 , 0.00000 , 15.35303 , 5.97025 , 1.00000 , 0.82350 , 11.78793 , flat , -9.29867 , 438.98049 
15011 , 627976 , 130.04561 , 10.39729 , 0.66711 , 16.22075 , 103.44067 , 36.34832 , 6.89604 ,  , 7.27811 , 0.00000 , 6.89604 , 1.67036 , 1.00000 , 0.92472 , 24.08227 , flat , 7.17114 , 410.57471 
15012 , 630833 , 160.75277 , 9.88331 , 0.98430 , 19.85341 , 260.36438 , 69.97281 , 17.35763 ,  , 6.91832 , 0.00000 , 17.35763 , 0.26360 , 1.00000 , 0.95257 , 17.82715 , flat , -6.14240 , 154.04936 
15013 , 556035 , 277.42425 , 13.17785 , 2.18982 , 19.80228 , 137.02570 , 72.29105 , 9.13505 ,  , 9.22449 , 0.00000 , 9.13505 , 1.16329 , 1.00000 , 0.90382 , 8.31238 , flat , 10.35515 , 30.54393 
15014 , 966548 , 148.78244 , 8.65613 , 0.54106 , 11.46078 , 253.40646 , 55.81739 , 16.89376 ,  , 6.05929 , 0.00000 , 16.89376 , 4.37707 , 1.00000 , 0.96873 , 18.91511 , flat , -6.25297 , 183.48621 
15015 , 698653 , 238.87274 , 8.68388 , 2.21960 , 18.91799 , 215.05320 , 45.45855 , 14.33688 ,  , 6.07871 , 0.00000 , 14.33688 , 3.12966 , 1.00000 , 0.97621 , 16.21023 , flat , -1.28136 , 183.92077 
15016 , 970422 , 285.33835 , 9.53815 , 2.09379 , 7.99945 , 115.63766 , 21.76267 , 7.70918 ,  , 6.67671 , 0.00000 , 7.70918 , 1.08983 , 1.00000 , 0.98115 , 14.81226 , flat , 7.40171 , 365.48498 
15017 , 942407 , 305.60299 , 7.17648 , 0.70092 , 15.93719 , 113.66940 , 37.23169 , 7.57796 ,  , 5.02353 , 0.00000 , 7.57796 , 3.50839 , 1.00000 , 0.81126 , 13.67241 , flat , -5.23160 , 414.81761 
15018 , 459698 , 134.67819 , 13.43426 , 0.73419 , 19.63884 , 267.91559 , 81.97670 , 17.86104 ,  , 9.40398 , 0.00000 , 17.86104 , 1.90966 , 1.00000 , 0.91387 , 10.27094 , flat , 5.62400 , 106.88733 
15019 , 775931 , 160.75122 , 13.67094 , 0.78200 , 13.08378 , 106.31503 , 28.20327 , 7.08767 ,  , 9.56966 , 0.00000 , 7.08767 , 5.51133 , 1.00000 , 0.93235 , 15.51679 , flat , -4.59926 , 185.87882 
15020 , 326888 , 201.55852 , 13.53957 , 2.86328 , 13.91726 , 290.84024 , 56.74702 , 19.38935 ,  , 9.47770 , 0.00000 , 19.38935 , 0.15829 , 2.00000 , 0.84413 , 17.91138 , flat , 9.12923 , 234.28599 
15021 , 639250 , 120.22043 , 9.19745 , 2.06089 , 13.17096 , 211.95860 , 2.81516 , 14.13057 ,  , 6.43822 , 0.00000 , 14.13057 , 2.68964 , 2.00000 , 0.95081 , 18.23735 , flat , -7.12087 , 50.35135 
15022 , 386719 , 149.73277 , 10.10742 , 0.78973 , 19.72357 , 293.89437 , 70.93144 , 19.59296 ,  , 7.07520 , 0.00000 , 19.59296 , 1.72466 , 2.00000 , 0.84054 , 13.43157 , flat , -3.23473 , 145.50823 
15023 , 801197 , 167.74458 , 11.09128 , 2.19355 , 6.56399 , 285.06989 , 37.63600 , 19.00466 ,  , 7.76390 , 0.00000 , 19.00466 , 0.15084 , 2.00000 , 0.91426 , 13.28234 , flat , 5.66813 , 83.29387 
